# This file was created using create_datpin_files.R function write_tsDatFile
      #and used all inputs from csv files found in folder:
      #hydradata/data-raw
# Survey index data 
# Number of observations, init_int Nsurvey_obs
  329
# init_matrix obs_survey_biomass(1,Nsurvey_obs,1,5)
# survey year spp value cv
  1 1 4 89247.1185440503 0.212720515437525
  2 1 4 9995.14704257577 0.25363203301826
  1 2 4 111134.584707914 0.222168779300385
  2 2 4 11753.7404041338 0.187773345626693
  1 3 4 30623.6535432938 0.394113240257454
  2 3 4 50308.6996081411 0.423618201694685
  1 4 4 138845.649606295 0.310035034727007
  2 4 4 157535.719676424 0.327069686277164
  1 5 4 67295.7069708258 0.378629084128514
  2 5 4 25320.0321498062 0.391316523019912
  1 6 4 228706.203712662 0.494427832556011
  2 6 4 25772.3227944121 0.376280830351703
  1 7 4 162479.022955556 0.759062286891916
  2 7 4 28108.9661832868 0.665352569827422
  1 8 4 176197.595310643 0.383150869515862
  2 8 4 50443.7609690014 0.433685089735353
  1 9 4 167405.038122176 0.48934963094834
  2 9 4 58373.297277338 0.392371299771634
  1 10 4 142219.509814728 0.382452035825211
  2 10 4 95540.9473613978 0.333798529002863
  1 11 4 140316.006659033 0.566792532611316
  2 11 4 141665.185286122 0.868042030585988
  1 12 4 73534.8702842734 0.381518572031255
  2 12 4 28103.9775881146 0.445144789260538
  1 13 4 325835.394391038 0.438380584739347
  2 13 4 332752.009623764 0.947226139495183
  1 14 4 160546.428613502 0.482345652338289
  2 14 4 69665.206653433 0.377075764230608
  1 15 4 356504.711580185 0.420835086749712
  2 15 4 94275.9809585225 0.614716212748607
  1 16 4 142314.492397872 0.515165860253858
  2 16 4 131338.500899178 0.704031323768783
  1 17 4 55559.0898928095 0.559532625975744
  2 17 4 59570.3435072452 0.319774204956139
  1 18 4 95967.9017595048 0.479008946214672
  2 18 4 52551.8978841438 0.41351869139049
  1 19 4 103830.299998695 0.429419179801904
  2 19 4 86399.3072566915 0.387615780132326
  1 20 4 130608.59603712 0.477074256852948
  2 20 4 95588.5241927853 0.315868813200741
  1 21 4 344527.484984141 0.410621521476155
  2 21 4 106123.846677796 0.630050999524052
  1 22 4 151939.013281382 0.294672690077384
  2 22 4 87016.718111546 0.335469505128288
  1 23 4 80397.5019970226 0.477447511398437
