full time series of predicted survey index
survey year spp area pred_survey
3 10 5 1  1.26761e-15 2.40441e-15 2.03233e-15 1.63261e-15 1.35444e-15
3 10 6 1  2.8397e-14 7.01727e-14 5.60613e-14 4.11894e-15 7.68026e-129
3 10 7 1  1.7554e-13 6.11625e-15 8.1457e-15 6.93584e-15 2.08874e-32
3 10 8 1  1.54471e-18 1.44273e-18 1.13094e-18 7.45665e-19 8.02952e-55
3 10 9 1  1.22357e-18 1.28028e-18 1.13822e-18 1.30408e-18 1.44815e-18
3 10 10 1  6.99629e-19 1.29154e-18 7.83463e-19 1.46491e-19 2.44044e-23
3 11 1 1  3.69959e-18 1.63543e-18 8.61178e-19 4.16982e-19 1.55332e-21
3 11 2 1  2.92082e-13 1.2168e-13 2.39621e-13 4.51411e-14 2.02324e-46
3 11 3 1  9.38106 6.2675 3.38399 2.3281 3.80309e-58
3 11 4 1  4.13681e-19 2.64616e-19 1.617e-19 1.15578e-19 3.04103e-19
3 11 5 1  1.76543e-15 2.98732e-15 2.63423e-15 2.03736e-15 1.81747e-15
3 11 6 1  2.8861e-14 7.12704e-14 7.75095e-14 4.5769e-15 8.72334e-129
3 11 7 1  1.59015e-13 4.3875e-14 9.53631e-15 8.44052e-15 2.42121e-32
3 11 8 1  9.83036e-19 1.67978e-18 1.42056e-18 8.90823e-19 7.99675e-55
3 11 9 1  1.55501e-18 1.53489e-18 1.44605e-18 1.54969e-18 1.81077e-18
3 11 10 1  1.05457e-17 1.29174e-18 8.58837e-19 1.44318e-19 1.23435e-23
3 12 1 1  3.33903e-19 3.86735e-19 1.34586e-19 5.92264e-20 1.59205e-22
3 12 2 1  1.12088e-14 4.77923e-14 3.2835e-14 1.74592e-14 2.88289e-47
3 12 3 1  2.01348 1.19817 0.663986 0.41104 5.68562e-59
3 12 4 1  6.96762e-20 4.4503e-20 2.68396e-20 1.81514e-20 4.73377e-20
3 12 5 1  2.01095e-16 5.19768e-16 4.51461e-16 3.42998e-16 3.22764e-16
3 12 6 1  1.44959e-14 9.63759e-15 1.34938e-14 6.8113e-16 1.32553e-129
3 12 7 1  1.92658e-14 1.00738e-14 2.18126e-15 1.37048e-15 3.74987e-33
3 12 8 1  3.88272e-19 2.02791e-19 2.34654e-19 1.44863e-19 1.07316e-55
3 12 9 1  2.61025e-19 2.54897e-19 2.43641e-19 2.52564e-19 3.04499e-19
3 12 10 1  2.67595e-19 1.45789e-18 1.02586e-19 1.79494e-20 7.45398e-25
3 13 1 1  7.41012e-19 1.25494e-18 5.548e-19 1.84193e-19 3.47391e-22
3 13 2 1  2.34472e-14 8.608e-14 1.68027e-13 9.05118e-14 9.42358e-47
3 13 3 1  40.7468 5.53957 2.94999 1.6996 1.95468e-58
3 13 4 1  2.70543e-19 1.68471e-19 9.98766e-20 6.47193e-20 1.64573e-19
3 13 5 1  9.43591e-16 1.74578e-15 1.78656e-15 1.33376e-15 1.30965e-15
3 13 6 1  3.65852e-14 4.81228e-14 5.17871e-14 2.33064e-15 4.63321e-129
3 13 7 1  5.44416e-14 4.1569e-14 1.14853e-14 5.23264e-15 1.33604e-32
3 13 8 1  1.00707e-18 1.00555e-18 8.12484e-19 5.44475e-19 3.31932e-55
3 13 9 1  1.0744e-18 9.68158e-19 9.30225e-19 9.43988e-19 1.16194e-18
3 13 10 1  3.26307e-19 2.84096e-18 1.52297e-18 3.55194e-20 7.31301e-25
3 14 1 1  2.11711e-19 3.34806e-19 1.75076e-19 5.25915e-20 6.33982e-23
3 14 2 1  5.33788e-14 1.59949e-14 5.05317e-14 4.49147e-14 2.97238e-47
3 14 3 1  9.02534 6.92066 1.28092 0.688466 6.50467e-59
3 14 4 1  2.11177e-19 6.31066e-20 3.65381e-20 2.28611e-20 5.60299e-20
3 14 5 1  4.98425e-16 6.42637e-16 6.51728e-16 5.04263e-16 5.12282e-16
3 14 6 1  6.42811e-14 1.71401e-14 1.9995e-14 7.71738e-16 1.56878e-129
3 14 7 1  1.54331e-14 1.49451e-14 5.37024e-15 1.9906e-15 4.61396e-33
3 14 8 1  2.18847e-19 3.26196e-19 2.9585e-19 1.9074e-19 9.72143e-56
3 14 9 1  4.46008e-19 3.57399e-19 3.32923e-19 3.32862e-19 4.15426e-19
3 14 10 1  2.38392e-19 4.76571e-19 4.8505e-19 3.32198e-20 7.84083e-26
3 15 1 1  1.17723e-19 1.58052e-19 8.47884e-20 2.56246e-20 1.90152e-23
3 15 2 1  2.88852e-14 3.27805e-14 2.31853e-14 3.32249e-14 1.64564e-47
3 15 3 1  3.60569 4.77081 1.70325 0.496472 3.7964e-59
3 15 4 1  1.49967e-19 5.76749e-20 2.36779e-20 1.43497e-20 3.36152e-20
3 15 5 1  3.89414e-16 4.92836e-16 4.1801e-16 3.31562e-16 3.49745e-16
3 15 6 1  1.89775e-14 2.58103e-14 1.33627e-14 4.48217e-16 9.31246e-130
3 15 7 1  8.13325e-15 8.96551e-15 4.07429e-15 1.35753e-15 2.79193e-33
3 15 8 1  2.18023e-19 1.55263e-19 1.80667e-19 1.17205e-19 4.95938e-56
3 15 9 1  3.66584e-19 2.44051e-19 2.11148e-19 2.06555e-19 2.60138e-19
3 15 10 1  1.46001e-19 2.33084e-19 2.17625e-19 3.51976e-20 2.30321e-26
3 16 1 1  5.89571e-20 8.59671e-20 4.21163e-20 1.28288e-20 5.87265e-24
3 16 2 1  5.60167e-15 2.42731e-14 2.18245e-14 2.44147e-14 1.00959e-47
3 16 3 1  1.92216 2.92154 1.72041 0.468644 2.45429e-59
3 16 4 1  1.03152e-19 4.93811e-20 1.86241e-20 9.63926e-21 2.14388e-20
3 16 5 1  4.55335e-16 4.22873e-16 3.13002e-16 2.40177e-16 2.63264e-16
3 16 6 1  7.08193e-15 1.76886e-14 1.19477e-14 2.88352e-16 6.12212e-130
3 16 7 1  5.10794e-15 5.82179e-15 3.23292e-15 1.03906e-15 1.87053e-33
3 16 8 1  1.07888e-19 1.13581e-19 1.11171e-19 7.78488e-20 2.73711e-56
3 16 9 1  3.27154e-19 2.03499e-19 1.53142e-19 1.43617e-19 1.81449e-19
3 16 10 1  3.23452e-19 1.42853e-19 1.13964e-19 2.44634e-20 7.64914e-27
3 17 1 1  1.09404e-18 8.73326e-19 4.15382e-19 1.18108e-19 3.34696e-23
3 17 2 1  2.72027e-13 1.57403e-13 3.45226e-13 3.63611e-13 1.19452e-46
3 17 3 1  21.5204 32.9167 26.9316 8.74418 3.0729e-58
3 17 4 1  1.2939e-18 7.44808e-19 2.9257e-19 1.31713e-19 2.64139e-19
3 17 5 1  4.62612e-15 8.31671e-15 4.73823e-15 3.39919e-15 3.83188e-15
3 17 6 1  6.64229e-14 1.96095e-13 1.91248e-13 3.59165e-15 7.80707e-129
3 17 7 1  6.59346e-14 7.25471e-14 4.76776e-14 1.55133e-14 2.43485e-32
3 17 8 1  1.59007e-17 1.33391e-18 1.4148e-18 1.00831e-18 2.98982e-55
3 17 9 1  6.10246e-18 3.43516e-18 2.28442e-18 1.97032e-18 2.47204e-18
3 17 10 1  3.76426e-18 4.21509e-18 1.03143e-18 2.33897e-19 4.02732e-26
3 18 1 1  2.97861e-19 5.32226e-20 2.18229e-20 5.93414e-21 1.01432e-24
3 18 2 1  6.85812e-14 1.73194e-14 1.66528e-14 2.4434e-14 6.3021e-48
3 18 3 1  25.7078 1.65124 1.68007 0.687204 1.72374e-59
3 18 4 1  8.6124e-20 4.69787e-20 2.05593e-20 8.66279e-21 1.4984e-20
3 18 5 1  3.05357e-16 5.18057e-16 3.53033e-16 2.19145e-16 2.49866e-16
3 18 6 1  5.58422e-15 9.34008e-15 1.25824e-14 2.00342e-16 4.46793e-130
3 18 7 1  4.14265e-15 4.05808e-15 3.05652e-15 1.03846e-15 1.42505e-33
3 18 8 1  4.06574e-19 4.74964e-19 8.32782e-20 6.18348e-20 1.55328e-56
3 18 9 1  5.59652e-19 2.7995e-19 1.63708e-19 1.26165e-19 1.54118e-19
3 18 10 1  6.86787e-19 2.7734e-19 1.28655e-19 1.07889e-20 1.05424e-27
3 19 1 1  7.00304e-20 6.79226e-20 1.02849e-20 2.71075e-21 2.74466e-25
3 19 2 1  3.12209e-15 3.13217e-14 8.85998e-15 1.19236e-14 2.58398e-48
3 19 3 1  6.52281 5.25845 0.768437 0.392156 7.48932e-60
3 19 4 1  4.76253e-20 2.32012e-20 1.05199e-20 4.47086e-21 6.59677e-21
3 19 5 1  3.16647e-16 2.58128e-16 1.90417e-16 1.13247e-16 1.25813e-16
3 19 6 1  2.4485e-15 4.00892e-15 6.09067e-15 8.65696e-17 1.97834e-130
3 19 7 1  2.03376e-15 1.80152e-15 1.48473e-15 5.34416e-16 6.4467e-34
3 19 8 1  1.16188e-19 1.95948e-19 9.19044e-20 2.91462e-20 6.24121e-57
3 19 9 1  2.55669e-19 1.88756e-19 9.58954e-20 6.43643e-20 7.45266e-20
3 19 10 1  6.56592e-20 3.08978e-19 8.78749e-20 1.11859e-20 3.51901e-28
3 20 1 1  2.43582e-20 3.55596e-20 1.11461e-20 1.44941e-21 8.5747e-26
3 20 2 1  1.07598e-15 6.48532e-15 1.27551e-14 7.12245e-15 1.2705e-48
3 20 3 1  2.11206 3.17888 1.07045 0.254024 3.88296e-60
3 20 4 1  3.23202e-20 1.40944e-20 6.21351e-21 2.69349e-21 3.47268e-21
3 20 5 1  1.01704e-16 2.30173e-16 1.19599e-16 7.05764e-17 7.56307e-17
3 20 6 1  5.14671e-15 2.0856e-15 3.4772e-15 4.46567e-17 1.04386e-130
3 20 7 1  1.12684e-15 9.78128e-16 8.49953e-16 3.25166e-16 3.47033e-34
3 20 8 1  3.89037e-20 8.33958e-20 6.76681e-20 1.98111e-20 2.97027e-57
3 20 9 1  1.38071e-19 1.23881e-19 7.19109e-20 4.09859e-20 4.34784e-20
3 20 10 1  3.44913e-19 9.51216e-20 1.03734e-19 1.09263e-20 1.43906e-28
3 21 1 1  1.26644e-20 1.36599e-20 6.64581e-21 1.02454e-21 2.47797e-26
3 21 2 1  9.62965e-16 1.31259e-15 5.06861e-15 4.58478e-15 5.24986e-49
3 21 3 1  2.33235 1.27238 0.752637 0.173828 1.69155e-60
3 21 4 1  1.67377e-20 7.59758e-21 3.11527e-21 1.35005e-21 1.56407e-21
3 21 5 1  5.07219e-17 1.0292e-16 7.21304e-17 3.70337e-17 3.83589e-17
3 21 6 1  1.36059e-15 1.77409e-15 1.6487e-15 1.93555e-17 4.62814e-131
3 21 7 1  5.11268e-16 4.48361e-16 4.05945e-16 1.65039e-16 1.56997e-34
3 21 8 1  1.35817e-19 2.75605e-20 3.35165e-20 1.1596e-20 1.18699e-57
3 21 9 1  6.21901e-20 6.29071e-20 4.29352e-20 2.32918e-20 2.17006e-20
3 21 10 1  5.48139e-20 1.4848e-19 4.62281e-20 1.00254e-20 4.92163e-29
3 22 1 1  4.85433e-20 5.02043e-20 2.73931e-20 6.00897e-21 6.54991e-26
3 22 2 1  3.77857e-14 4.9179e-15 1.41285e-14 2.13351e-14 1.83205e-48
3 22 3 1  5.32727 6.65772 3.4852 1.01581 6.23076e-60
3 22 4 1  6.88571e-20 3.36197e-20 1.35547e-20 5.6928e-21 6.02877e-21
3 22 5 1  1.44948e-16 4.05564e-16 3.27585e-16 1.71042e-16 1.65303e-16
3 22 6 1  3.15949e-15 7.07125e-15 7.24305e-15 7.09248e-17 1.73589e-130
3 22 7 1  1.93513e-15 1.7333e-15 1.63129e-15 7.04012e-16 6.01251e-34
3 22 8 1  2.41969e-19 3.0672e-19 1.27384e-19 5.57938e-20 4.10689e-57
3 22 9 1  2.50153e-19 2.5279e-19 1.99196e-19 1.12107e-19 9.16837e-20
3 22 10 1  1.61094e-19 4.00063e-19 3.5662e-19 5.12371e-20 1.39337e-28
3 23 1 1  2.8117e-20 1.6586e-20 9.489e-21 2.60537e-21 1.53116e-26
3 23 2 1  1.56061e-15 1.25142e-14 3.7319e-15 7.80797e-15 5.63729e-49
3 23 3 1  1.0984 2.11631 1.4924 0.480733 2.02214e-60
3 23 4 1  2.43466e-20 1.2562e-20 5.13349e-21 2.10161e-21 2.03951e-21
3 23 5 1  1.8518e-16 1.25238e-16 1.24907e-16 6.92214e-17 6.3268e-17
3 23 6 1  2.13541e-15 2.11537e-15 2.75266e-15 2.28997e-17 5.73569e-131
3 23 7 1  6.5409e-16 5.88693e-16 5.74785e-16 2.62837e-16 2.02832e-34
3 23 8 1  4.34535e-20 9.459e-20 6.4324e-20 2.24301e-20 1.26476e-57
3 23 9 1  1.05451e-19 9.00723e-20 7.74435e-20 4.72233e-20 3.49721e-20
3 23 10 1  3.448e-20 9.91595e-20 1.22846e-19 2.73795e-20 3.34356e-29
3 24 1 1  3.59408e-21 3.63175e-21 1.5333e-21 4.90475e-22 1.71267e-27
3 24 2 1  1.2457e-16 8.92386e-16 1.67531e-15 1.40177e-15 8.94061e-50
3 24 3 1  0.118217 0.304534 0.296006 0.113423 3.36974e-61
3 24 4 1  4.30953e-21 2.35881e-21 9.95799e-22 4.04171e-22 3.61396e-22
3 24 5 1  3.3475e-17 4.08485e-17 2.30068e-17 1.41279e-17 1.24967e-17
3 24 6 1  3.50195e-16 4.29105e-16 5.18013e-16 3.79771e-18 9.71991e-132
3 24 7 1  1.15009e-16 1.02976e-16 1.03557e-16 5.00068e-17 3.50518e-35
3 24 8 1  4.5602e-21 1.19797e-20 1.30121e-20 4.75489e-21 1.92975e-58
3 24 9 1  3.93489e-20 1.6463e-20 1.39169e-20 9.24142e-21 6.46376e-21
3 24 10 1  8.4772e-21 1.18791e-20 1.79064e-20 5.50736e-21 3.76219e-30
3 25 1 1  9.19306e-21 1.3132e-20 5.99196e-21 1.73919e-21 3.82981e-27
3 25 2 1  8.84869e-16 1.42313e-15 5.6492e-15 6.57383e-15 3.06549e-49
3 25 3 1  0.319334 0.885193 1.15357 0.54976 1.21408e-60
3 25 4 1  1.57054e-20 9.31419e-21 4.11221e-21 1.68464e-21 1.40574e-21
3 25 5 1  2.05648e-16 2.01523e-16 1.1121e-16 6.06395e-17 5.36139e-17
3 25 6 1  1.7762e-15 1.7281e-15 2.13276e-15 1.36167e-17 3.56176e-131
3 25 7 1  4.3544e-16 3.90137e-16 4.0218e-16 2.04692e-16 1.31016e-34
3 25 8 1  1.55479e-20 3.07763e-20 4.82793e-20 2.12716e-20 6.29724e-58
3 25 9 1  1.06583e-19 9.39664e-20 5.34282e-20 3.73907e-20 2.56118e-20
3 25 10 1  2.22549e-20 4.45945e-20 5.25537e-20 2.09274e-20 9.1315e-30
3 26 1 1  1.67119e-20 2.42561e-20 1.23969e-20 3.57468e-21 4.78191e-27
3 26 2 1  1.52247e-14 2.80988e-15 9.26777e-15 1.69412e-14 6.27404e-49
3 26 3 1  0.665633 1.51754 2.50425 1.50212 2.60471e-60
3 26 4 1  3.8243e-20 2.05871e-20 9.60568e-21 4.03223e-21 3.19961e-21
3 26 5 1  2.53446e-15 6.72125e-16 3.2277e-16 1.59954e-16 1.36778e-16
3 26 6 1  4.95153e-15 4.57149e-15 5.22037e-15 2.90793e-17 7.76595e-131
3 26 7 1  9.83473e-16 8.82686e-16 9.27414e-16 4.95922e-16 2.91155e-34
3 26 8 1  2.90966e-20 5.15525e-20 9.80414e-20 5.41425e-20 1.22715e-57
3 26 9 1  1.72174e-19 2.13234e-19 1.42776e-19 8.83154e-20 6.03975e-20
3 26 10 1  6.09498e-20 8.20491e-20 1.04818e-19 4.51107e-20 1.37352e-29
3 27 1 1  2.14847e-20 2.48452e-20 1.43939e-20 4.17458e-21 3.38065e-27
3 27 2 1  1.15806e-14 1.8438e-14 8.66067e-15 2.18905e-14 6.98597e-49
3 27 3 1  0.780186 1.48035 2.83288 2.12035 3.02131e-60
3 27 4 1  4.78522e-20 2.57147e-20 1.17845e-20 5.13238e-21 3.95787e-21
3 27 5 1  2.72304e-15 3.15683e-15 5.3919e-16 2.34302e-16 1.88812e-16
3 27 6 1  8.31327e-15 6.74757e-15 7.03881e-15 3.35954e-17 9.13576e-131
3 27 7 1  1.22434e-15 1.08592e-15 1.15393e-15 6.4477e-16 3.4828e-34
3 27 8 1  3.27647e-20 4.83953e-20 1.03129e-19 7.01906e-20 1.27849e-57
3 27 9 1  2.00319e-19 2.24768e-19 1.89365e-19 1.15394e-19 7.58854e-20
3 27 10 1  4.9776e-20 1.02741e-19 8.77629e-20 4.13673e-20 8.96163e-30
3 28 1 1  6.5857e-21 5.29908e-21 3.4375e-21 1.14424e-21 5.61934e-28
3 28 2 1  9.08294e-16 3.62984e-15 3.61277e-15 4.9672e-15 1.42594e-49
3 28 3 1  0.189658 0.276821 0.573715 0.526826 6.40999e-61
3 28 4 1  1.04038e-20 5.83003e-21 2.67381e-21 1.18082e-21 9.04748e-22
3 28 5 1  1.64444e-16 9.55928e-16 2.97936e-16 6.5452e-17 4.80077e-17
3 28 6 1  1.32884e-15 1.93562e-15 1.76786e-15 7.10066e-18 1.96418e-131
3 28 7 1  2.80158e-16 2.45758e-16 2.62437e-16 1.52609e-16 7.60781e-35
3 28 8 1  4.52305e-20 9.15438e-21 2.00217e-20 1.64325e-20 2.49945e-58
3 28 9 1  5.52185e-20 4.85224e-20 4.5379e-20 2.99032e-20 1.89496e-20
3 28 10 1  2.22796e-20 1.85716e-20 1.44714e-20 5.13994e-21 8.11924e-31
3 29 1 1  2.89365e-20 1.46993e-20 8.87743e-21 3.43362e-21 1.07748e-27
3 29 2 1  2.05717e-15 4.71593e-15 1.05632e-14 1.36365e-14 3.20971e-49
3 29 3 1  0.605725 0.61414 1.2646 1.40082 1.50329e-60
3 29 4 1  2.74674e-20 1.40683e-20 6.49829e-21 2.89414e-21 2.21939e-21
3 29 5 1  4.84074e-16 1.79401e-15 1.24947e-15 2.686e-16 1.37051e-16
3 29 6 1  4.50611e-15 4.82923e-15 5.02498e-15 1.65861e-17 4.67165e-131
3 29 7 1  7.204e-16 6.16705e-16 6.60324e-16 3.98642e-16 1.84036e-34
3 29 8 1  5.85481e-20 6.77729e-20 4.42064e-20 4.26507e-20 5.58377e-58
3 29 9 1  1.51075e-19 1.29794e-19 1.17429e-19 8.46485e-20 5.33372e-20
3 29 10 1  9.14335e-20 6.48943e-20 3.2655e-20 9.41774e-21 9.93601e-31
3 30 1 1  2.78474e-20 2.90971e-20 1.24905e-20 5.15239e-21 1.0882e-27
3 30 2 1  4.0206e-15 4.63241e-15 1.25721e-14 2.15018e-14 4.0987e-49
3 30 3 1  0.77292 0.881649 1.58232 2.06282 2.00081e-60
3 30 4 1  5.56341e-20 2.09908e-20 9.3393e-21 4.19239e-21 3.22831e-21
3 30 5 1  1.49207e-15 2.12024e-15 2.0647e-15 6.32088e-16 2.37298e-16
3 30 6 1  4.17459e-15 7.66146e-15 7.89854e-15 2.19865e-17 6.30663e-131
3 30 7 1  1.09738e-15 8.85338e-16 9.43821e-16 5.89646e-16 2.52783e-34
3 30 8 1  1.46875e-19 9.4046e-20 7.80676e-20 6.27058e-20 7.22367e-58
3 30 9 1  1.9977e-19 1.95284e-19 1.71111e-19 1.29918e-19 8.36822e-20
3 30 10 1  9.12104e-20 1.45512e-19 5.78979e-20 1.24681e-20 8.13967e-31
3 31 1 1  1.43128e-20 2.09029e-20 9.71395e-21 3.4606e-21 5.01985e-28
3 31 2 1  1.01541e-14 3.85041e-15 7.60808e-15 1.73124e-14 2.81376e-49
3 31 3 1  0.516021 0.650041 1.08789 1.60403 1.43091e-60
3 31 4 1  5.19954e-20 2.03626e-20 7.89459e-21 3.50548e-21 2.71672e-21
3 31 5 1  4.55058e-16 1.94005e-15 1.64922e-15 6.7945e-16 2.37493e-16
3 31 6 1  2.62221e-15 5.43283e-15 6.68767e-15 1.56611e-17 4.57434e-131
3 31 7 1  9.03885e-16 6.94321e-16 7.26617e-16 4.67762e-16 1.86614e-34
3 31 8 1  7.75762e-20 9.38155e-20 6.67738e-20 4.99155e-20 4.92758e-58
3 31 9 1  1.53287e-19 1.46422e-19 1.32884e-19 1.03573e-19 6.89235e-20
3 31 10 1  2.08448e-20 1.0268e-19 6.51545e-20 1.00563e-20 3.57996e-31
3 32 1 1  4.35051e-21 6.9665e-21 3.64323e-21 1.1748e-21 1.11501e-28
3 32 2 1  9.50687e-16 4.27325e-15 2.70349e-15 7.11483e-15 1.02882e-49
3 32 3 1  0.238751 0.24657 0.40285 0.656978 5.46284e-61
3 32 4 1  1.86367e-20 1.06787e-20 3.93732e-21 1.6359e-21 1.26837e-21
3 32 5 1  1.24551e-16 6.3304e-16 7.31363e-16 3.48322e-16 1.29605e-16
3 32 6 1  9.7338e-15 1.98505e-15 2.92572e-15 5.95356e-18 1.77283e-131
3 32 7 1  4.25638e-16 2.94612e-16 2.99956e-16 1.98153e-16 7.37369e-35
3 32 8 1  1.9896e-20 3.54156e-20 3.16143e-20 2.10687e-20 1.76278e-58
3 32 9 1  5.836e-20 5.77974e-20 5.3154e-20 4.27398e-20 2.94228e-20
3 32 10 1  9.50343e-21 2.38466e-20 2.87304e-20 5.10147e-21 8.37451e-32
3 33 1 1  7.71369e-22 1.2869e-21 7.86815e-22 2.53244e-22 1.51728e-29
3 33 2 1  2.02934e-15 4.7779e-16 9.22433e-16 1.59538e-15 2.08919e-50
3 33 3 1  0.76468 0.0559299 0.0832015 0.148176 1.15924e-61
3 33 4 1  3.73049e-21 2.7098e-21 1.15721e-21 4.52099e-22 3.40978e-22
3 33 5 1  1.6875e-16 1.10183e-16 1.65406e-16 9.46336e-17 3.8677e-17
3 33 6 1  1.42839e-15 1.36678e-15 6.92261e-16 1.25786e-18 3.82073e-132
3 33 7 1  1.14822e-16 7.14738e-17 6.91959e-17 4.66532e-17 1.62205e-35
3 33 8 1  3.0425e-21 6.51851e-21 7.83194e-21 5.12799e-21 3.56569e-59
3 33 9 1  1.69204e-20 1.22736e-20 1.1561e-20 9.55294e-21 6.81974e-21
3 33 10 1  2.32486e-21 3.98291e-21 5.61359e-21 1.45664e-21 1.187e-32
3 34 1 1  6.06451e-22 7.71069e-22 5.34012e-22 1.91915e-22 7.25215e-30
3 34 2 1  5.81447e-16 1.46811e-15 5.93844e-16 1.22782e-15 1.37552e-50
3 34 3 1  0.34679 0.2537 0.0566578 0.107641 7.9842e-62
3 34 4 1  2.46638e-21 2.06636e-21 1.04699e-21 4.21924e-22 3.03306e-22
3 34 5 1  2.15835e-16 1.52903e-16 1.14415e-16 7.90802e-17 3.65943e-17
3 34 6 1  1.7469e-15 1.17023e-15 6.69601e-16 8.6246e-19 2.67376e-132
3 34 7 1  1.01237e-16 5.8036e-17 5.22389e-17 3.56639e-17 1.15997e-35
3 34 8 1  2.57641e-21 3.71425e-21 5.84669e-21 4.10892e-21 2.36603e-59
3 34 9 1  2.78941e-20 1.00335e-20 8.33714e-21 7.08558e-21 5.25068e-21
3 34 10 1  2.17444e-21 2.62533e-21 3.53704e-21 1.25755e-21 6.06202e-33
3 35 1 1  1.77479e-21 6.68006e-22 4.6957e-22 1.88552e-22 4.67475e-30
3 35 2 1  6.31496e-17 9.04524e-16 1.14069e-15 1.18896e-15 1.17219e-50
3 35 3 1  0.232671 0.279024 0.10404 0.100796 7.12971e-62
3 35 4 1  2.26166e-21 1.93081e-21 1.13063e-21 4.97152e-22 3.49351e-22
3 35 5 1  1.52084e-16 2.59578e-16 1.23509e-16 8.16353e-17 4.36256e-17
3 35 6 1  2.00947e-15 1.53359e-15 8.07948e-16 7.66585e-19 2.42734e-132
3 35 7 1  1.03766e-16 6.26977e-17 5.17164e-17 3.53859e-17 1.07744e-35
3 35 8 1  5.07767e-21 3.12698e-21 5.27588e-21 4.18689e-21 2.02085e-59
3 35 9 1  2.3512e-20 1.64421e-20 8.38795e-21 6.96949e-21 5.36686e-21
3 35 10 1  1.57134e-21 2.77e-21 3.03995e-21 1.2789e-21 4.10816e-33
3 36 1 1  5.92254e-20 1.65859e-20 6.93909e-21 3.10081e-21 5.23265e-29
3 36 2 1  8.50332e-15 4.42849e-15 1.65691e-14 1.93806e-14 1.47866e-49
3 36 3 1  2.24751 3.67987 2.13106 1.49338 9.41618e-61
3 36 4 1  3.28699e-19 2.6774e-20 1.72083e-20 8.39417e-21 6.01803e-21
3 36 5 1  9.66295e-15 3.98627e-15 2.35351e-15 1.25934e-15 7.45063e-16
3 36 6 1  1.69289e-14 2.77871e-14 1.47824e-14 1.00786e-17 3.25764e-131
3 36 7 1  1.50289e-15 9.90201e-16 7.66829e-16 5.19048e-16 1.47894e-34
3 36 8 1  5.96493e-20 5.93082e-20 6.92646e-20 6.16522e-20 2.54147e-58
3 36 9 1  2.8e-19 2.80399e-19 1.58798e-19 1.05743e-19 8.36103e-20
3 36 10 1  1.75851e-20 3.4697e-20 4.70961e-20 2.09425e-20 4.72942e-32
3 37 1 1  6.27438e-20 3.15288e-20 8.31645e-21 3.24861e-21 3.85483e-29
3 37 2 1  1.07816e-15 7.85274e-15 1.05308e-14 1.91864e-14 1.16316e-49
3 37 3 1  35.3271 2.728 2.25149 1.4483 7.73423e-61
3 37 4 1  2.16314e-19 8.83883e-20 1.60928e-20 8.62381e-21 6.54418e-21
3 37 5 1  8.86933e-15 9.16721e-15 2.55152e-15 1.27775e-15 7.74222e-16
3 37 6 1  1.77243e-14 2.31686e-14 1.68137e-14 8.24357e-18 2.71595e-131
3 37 7 1  1.31777e-15 9.53223e-16 7.13627e-16 4.73021e-16 1.2593e-34
3 37 8 1  3.75902e-20 5.46927e-20 6.23203e-20 5.605e-20 2.00415e-58
3 37 9 1  2.09208e-19 2.51492e-19 1.77451e-19 1.05813e-19 8.03913e-20
3 37 10 1  2.68127e-20 2.55335e-20 4.48194e-20 2.3168e-20 3.73269e-32
3 38 1 1  1.96628e-20 1.46809e-20 4.6955e-21 1.2749e-21 1.01953e-29
3 38 2 1  4.71844e-16 1.00038e-15 3.30761e-15 6.24716e-15 3.2718e-50
3 38 3 1  5.77526 4.96207 0.754434 0.509998 2.26955e-61
3 38 4 1  5.18072e-20 3.6544e-20 9.95936e-21 3.06978e-21 2.52031e-21
3 38 5 1  4.48982e-16 4.04461e-15 1.42529e-15 4.72182e-16 2.85841e-16
3 38 6 1  2.86759e-15 7.43674e-15 6.28307e-15 2.40918e-18 8.08484e-132
3 38 7 1  4.05915e-16 3.21142e-16 2.38619e-16 1.54123e-16 3.82578e-35
3 38 8 1  7.82459e-21 1.55607e-20 2.05216e-20 1.84673e-20 5.7306e-59
3 38 9 1  5.0785e-20 7.26414e-20 6.24503e-20 3.79218e-20 2.69026e-20
3 38 10 1  5.82346e-21 1.04406e-20 1.43363e-20 8.97349e-21 1.07419e-32
3 39 1 1  9.32634e-21 1.14008e-20 5.02869e-21 1.23375e-21 5.81288e-30
3 39 2 1  3.03733e-16 4.51297e-16 1.56317e-15 4.1071e-15 1.87271e-50
3 39 3 1  1.97305 3.3609 1.19179 0.362634 1.35947e-61
3 39 4 1  2.56095e-20 2.4921e-20 9.95963e-21 2.84919e-21 1.95438e-21
3 39 5 1  1.6586e-15 1.78996e-15 1.42618e-15 4.12044e-16 2.15803e-16
3 39 6 1  3.6788e-15 3.98501e-15 4.61548e-15 1.43686e-18 4.91712e-132
3 39 7 1  2.51348e-16 2.16991e-16 1.63533e-16 1.02951e-16 2.37786e-35
3 39 8 1  3.64164e-21 8.23192e-21 1.35092e-20 1.26213e-20 3.39814e-59
3 39 9 1  2.67354e-20 4.02913e-20 4.16355e-20 2.75686e-20 1.85782e-20
3 39 10 1  3.62924e-21 5.92181e-21 1.0309e-20 6.92695e-21 6.45512e-33
3 40 1 1  1.01433e-20 1.36987e-20 8.87612e-21 2.4592e-21 6.53879e-30
3 40 2 1  4.52837e-16 4.85968e-16 1.37956e-15 4.87909e-15 2.02511e-50
